from_date,title,count
1985-07-02,Technique Leader,2
1985-07-02,Senior Staff,82
1985-07-03,Assistant Engineer,12
1985-07-03,Engineer,72
1985-07-03,Staff,63
1985-07-03,Technique Leader,12
1985-07-03,Senior Staff,75
1985-07-03,Senior Engineer,76
1985-07-04,Senior Staff,93
1985-07-04,Staff,84
1985-07-04,Assistant Engineer,13
1985-07-04,Technique Leader,5
1985-07-04,Engineer,104
1985-07-04,Senior Engineer,117
1985-07-05,Senior Engineer,80
1985-07-05,Engineer,74
1985-07-05,Assistant Engineer,20
1985-07-05,Senior Staff,88
1985-07-05,Staff,90
1985-07-06,Staff,132
1985-07-06,Technique Leader,11
1985-07-06,Senior Staff,146
1985-07-06,Assistant Engineer,25
1985-07-06,Engineer,121
1985-07-06,Senior Engineer,116
1985-07-07,Senior Staff,98
1985-07-07,Engineer,81
1985-07-07,Staff,93
1985-07-07,Technique Leader,11
1985-07-07,Senior Engineer,89
1985-07-07,Assistant Engineer,25
1985-07-08,Technique Leader,2
1985-07-08,Senior Staff,64
1985-07-08,Senior Engineer,99
1985-07-08,Assistant Engineer,13
1985-07-08,Staff,62
1985-07-08,Engineer,87
1985-07-09,Technique Leader,7
1985-07-09,Senior Staff,82
1985-07-09,Staff,80
1985-07-09,Senior Engineer,96
1985-07-09,Assistant Engineer,20
1985-07-09,Engineer,84
1985-07-10,Senior Staff,88
1985-07-10,Technique Leader,16
1985-07-10,Engineer,81
1985-07-10,Senior Engineer,95
1985-07-10,Staff,86
1985-07-10,Assistant Engineer,15
1985-07-11,Engineer,105
1985-07-11,Assistant Engineer,15
1985-07-11,Staff,70
1985-07-11,Senior Staff,78
1985-07-11,Senior Engineer,95
1985-07-11,Technique Leader,13
1985-07-12,Staff,77
1985-07-12,Senior Engineer,107
1985-07-12,Assistant Engineer,25
1985-07-12,Engineer,105
1985-07-12,Senior Staff,79
1985-07-12,Technique Leader,9
1985-07-13,Senior Engineer,94
1985-07-13,Engineer,86
1985-07-13,Senior Staff,97
1985-07-13,Assistant Engineer,8
1985-07-13,Technique Leader,7
1985-07-13,Staff,87
1985-07-14,Engineer,100
1985-07-14,Senior Engineer,113
1985-07-14,Staff,59
1985-07-14,Senior Staff,69
1985-07-14,Assistant Engineer,13
1985-07-14,Technique Leader,4
1985-07-15,Senior Engineer,93
1985-07-15,Engineer,85
1985-07-15,Staff,105
1985-07-15,Senior Staff,113
1985-07-15,Technique Leader,9
1985-07-15,Assistant Engineer,6
1985-07-16,Senior Staff,73
1985-07-16,Technique Leader,2
1985-07-16,Staff,70
1985-07-16,Senior Engineer,84
1985-07-16,Engineer,83
1985-07-16,Assistant Engineer,17
1985-07-17,Assistant Engineer,12
1985-07-17,Technique Leader,2
1985-07-17,Senior Engineer,105
1985-07-17,Senior Staff,78
1985-07-17,Staff,80
1985-07-17,Engineer,94
1985-07-18,Senior Engineer,95
1985-07-18,Staff,63
1985-07-18,Technique Leader,9
1985-07-18,Senior Staff,86
1985-07-18,Assistant Engineer,13
1985-07-18,Engineer,80
1985-07-19,Senior Engineer,118
1985-07-19,Senior Staff,51
1985-07-19,Engineer,115
1985-07-19,Staff,42
1985-07-19,Assistant Engineer,35
1985-07-20,Technique Leader,5
1985-07-20,Staff,105
1985-07-20,Senior Engineer,114
1985-07-20,Senior Staff,118
1985-07-20,Engineer,104
1985-07-20,Assistant Engineer,10
1985-07-21,Engineer,88
1985-07-21,Assistant Engineer,19
1985-07-21,Senior Staff,85
1985-07-21,Technique Leader,8
1985-07-21,Senior Engineer,105
1985-07-21,Staff,75
1985-07-22,Technique Leader,14
1985-07-22,Engineer,86
1985-07-22,Staff,80
1985-07-22,Senior Staff,89
1985-07-22,Assistant Engineer,12
1985-07-22,Senior Engineer,98
1985-07-23,Assistant Engineer,12
1985-07-23,Engineer,86
1985-07-23,Senior Staff,106
1985-07-23,Staff,106
1985-07-23,Technique Leader,2
1985-07-23,Senior Engineer,98
1985-07-24,Senior Engineer,87
1985-07-24,Engineer,82
1985-07-24,Technique Leader,13
1985-07-24,Staff,96
1985-07-24,Senior Staff,109
1985-07-24,Assistant Engineer,13
1985-07-25,Staff,62
1985-07-25,Senior Staff,64
1985-07-25,Technique Leader,12
1985-07-25,Senior Engineer,88
1985-07-25,Engineer,81
1985-07-26,Senior Staff,75
1985-07-26,Engineer,56
1985-07-26,Staff,70
1985-07-26,Senior Engineer,65
1985-07-26,Assistant Engineer,6
1985-07-26,Technique Leader,2
1985-07-27,Engineer,102
1985-07-27,Senior Engineer,121
1985-07-27,Assistant Engineer,25
1985-07-27,Senior Staff,63
1985-07-27,Staff,63
1985-07-27,Technique Leader,2
1985-07-28,Senior Engineer,96
1985-07-28,Engineer,93
1985-07-28,Staff,94
1985-07-28,Assistant Engineer,27
1985-07-28,Technique Leader,4
1985-07-28,Senior Staff,115
1985-07-29,Staff,64
1985-07-29,Technique Leader,5
1985-07-29,Senior Staff,66
1985-07-29,Senior Engineer,94
1985-07-29,Assistant Engineer,26
1985-07-29,Engineer,88
1985-07-30,Senior Engineer,101
1985-07-30,Senior Staff,103
1985-07-30,Assistant Engineer,29
1985-07-30,Engineer,102
1985-07-30,Staff,91
1985-07-30,Technique Leader,10
1985-07-31,Senior Engineer,82
1985-07-31,Assistant Engineer,6
1985-07-31,Technique Leader,2
1985-07-31,Engineer,80
1985-07-31,Staff,93
1985-07-31,Senior Staff,106
1985-08-01,Staff,60
1985-08-01,Senior Engineer,114
1985-08-01,Assistant Engineer,17
1985-08-01,Technique Leader,4
1985-08-01,Senior Staff,75
1985-08-01,Engineer,112
1985-08-02,Senior Staff,92
1985-08-02,Assistant Engineer,35
1985-08-02,Senior Engineer,130
1985-08-02,Engineer,132
1985-08-02,Technique Leader,10
1985-08-02,Staff,77
1985-08-03,Engineer,76
1985-08-03,Senior Staff,75
1985-08-03,Senior Engineer,85
1985-08-03,Technique Leader,2
1985-08-03,Staff,71
1985-08-03,Assistant Engineer,17
1985-08-04,Engineer,120
1985-08-04,Senior Engineer,121
1985-08-04,Senior Staff,66
1985-08-04,Manager,4
1985-08-04,Assistant Engineer,6
1985-08-04,Staff,63
1985-08-04,Technique Leader,2
1985-08-05,Senior Staff,73
1985-08-05,Staff,64
1985-08-05,Engineer,81
1985-08-05,Assistant Engineer,13
1985-08-05,Technique Leader,12
1985-08-05,Senior Engineer,88
1985-08-06,Engineer,81
1985-08-06,Senior Engineer,96
1985-08-06,Staff,39
1985-08-06,Senior Staff,47
1985-08-06,Technique Leader,4
1985-08-07,Senior Engineer,90
1985-08-07,Engineer,102
1985-08-07,Senior Staff,93
1985-08-07,Technique Leader,4
1985-08-07,Assistant Engineer,22
1985-08-07,Staff,92
1985-08-08,Senior Staff,85
1985-08-08,Engineer,107
1985-08-08,Senior Engineer,110
1985-08-08,Staff,77
1985-08-08,Assistant Engineer,23
1985-08-08,Technique Leader,4
1985-08-09,Engineer,83
1985-08-09,Senior Engineer,98
1985-08-09,Assistant Engineer,7
1985-08-09,Technique Leader,12
1985-08-09,Staff,89
1985-08-09,Senior Staff,111
1985-08-10,Technique Leader,10
1985-08-10,Senior Engineer,143
1985-08-10,Staff,117
1985-08-10,Assistant Engineer,24
1985-08-10,Engineer,138
1985-08-10,Senior Staff,121
1985-08-11,Staff,77
1985-08-11,Senior Staff,83
1985-08-11,Senior Engineer,101
1985-08-11,Assistant Engineer,21
1985-08-11,Engineer,100
1985-08-12,Engineer,86
1985-08-12,Assistant Engineer,14
1985-08-12,Senior Engineer,95
1985-08-12,Technique Leader,4
1985-08-12,Senior Staff,81
1985-08-12,Staff,69
1985-08-13,Senior Engineer,76
1985-08-13,Engineer,73
1985-08-13,Assistant Engineer,14
1985-08-13,Senior Staff,87
1985-08-13,Staff,88
1985-08-13,Technique Leader,2
1985-08-14,Senior Staff,89
1985-08-14,Technique Leader,5
1985-08-14,Assistant Engineer,7
1985-08-14,Staff,78
1985-08-14,Senior Engineer,104
1985-08-14,Engineer,98
1985-08-15,Assistant Engineer,15
1985-08-15,Staff,77
1985-08-15,Senior Staff,86
1985-08-15,Technique Leader,4
1985-08-15,Engineer,96
1985-08-15,Senior Engineer,119
1985-08-16,Engineer,88
1985-08-16,Technique Leader,4
1985-08-16,Staff,80
1985-08-16,Senior Engineer,102
1985-08-16,Senior Staff,94
1985-08-16,Assistant Engineer,13
1985-08-17,Engineer,124
1985-08-17,Assistant Engineer,14
1985-08-17,Technique Leader,6
1985-08-17,Senior Engineer,120
1985-08-17,Senior Staff,83
1985-08-17,Staff,75
1985-08-18,Senior Engineer,35
1985-08-18,Assistant Engineer,6
1985-08-18,Senior Staff,89
1985-08-18,Staff,78
1985-08-18,Technique Leader,4
1985-08-18,Engineer,43
1985-08-19,Staff,119
1985-08-19,Senior Staff,120
1985-08-19,Engineer,114
1985-08-19,Assistant Engineer,29
1985-08-19,Senior Engineer,115
1985-08-19,Technique Leader,8
1985-08-20,Staff,68
1985-08-20,Technique Leader,5
1985-08-20,Engineer,84
1985-08-20,Senior Engineer,93
1985-08-20,Senior Staff,72
1985-08-20,Assistant Engineer,19
1985-08-21,Senior Staff,51
1985-08-21,Engineer,75
1985-08-21,Senior Engineer,79
1985-08-21,Assistant Engineer,12
1985-08-21,Staff,48
1985-08-22,Senior Staff,99
1985-08-22,Staff,99
1985-08-22,Engineer,82
1985-08-22,Technique Leader,6
1985-08-22,Senior Engineer,84
1985-08-22,Assistant Engineer,11
1985-08-23,Technique Leader,6
1985-08-23,Staff,83
1985-08-23,Assistant Engineer,14
1985-08-23,Senior Staff,87
1985-08-23,Engineer,100
1985-08-23,Senior Engineer,104
1985-08-24,Staff,103
1985-08-24,Senior Engineer,97
1985-08-24,Senior Staff,112
1985-08-24,Technique Leader,7
1985-08-24,Engineer,86
1985-08-24,Assistant Engineer,2
1985-08-25,Technique Leader,5
1985-08-25,Staff,43
1985-08-25,Senior Staff,51
1985-08-25,Senior Engineer,57
1985-08-25,Engineer,61
1985-08-26,Senior Engineer,104
1985-08-26,Staff,102
1985-08-26,Senior Staff,102
1985-08-26,Engineer,105
1985-08-26,Assistant Engineer,6
1985-08-27,Engineer,89
1985-08-27,Assistant Engineer,20
1985-08-27,Staff,95
1985-08-27,Senior Staff,102
1985-08-27,Technique Leader,8
1985-08-27,Senior Engineer,73
1985-08-28,Senior Staff,120
1985-08-28,Technique Leader,12
1985-08-28,Senior Engineer,104
1985-08-28,Staff,101
1985-08-28,Engineer,89
1985-08-29,Engineer,97
1985-08-29,Assistant Engineer,13
1985-08-29,Staff,82
1985-08-29,Senior Staff,88
1985-08-29,Technique Leader,2
1985-08-29,Senior Engineer,118
1985-08-30,Senior Staff,57
1985-08-30,Engineer,154
1985-08-30,Technique Leader,3
1985-08-30,Senior Engineer,156
1985-08-30,Staff,43
1985-08-30,Assistant Engineer,13
1985-08-31,Senior Staff,85
1985-08-31,Assistant Engineer,13
1985-08-31,Senior Engineer,135
1985-08-31,Technique Leader,6
1985-08-31,Engineer,121
1985-08-31,Staff,82
1985-09-01,Senior Staff,120
1985-09-01,Engineer,63
1985-09-01,Technique Leader,2
1985-09-01,Staff,109
1985-09-01,Assistant Engineer,4
1985-09-01,Senior Engineer,72
1985-09-02,Senior Engineer,85
1985-09-02,Staff,60
1985-09-02,Senior Staff,71
1985-09-02,Engineer,87
1985-09-02,Assistant Engineer,27
1985-09-02,Technique Leader,6
1985-09-03,Engineer,93
1985-09-03,Technique Leader,2
1985-09-03,Senior Staff,64
1985-09-03,Assistant Engineer,12
1985-09-03,Senior Engineer,104
1985-09-03,Staff,55
1985-09-04,Technique Leader,18
1985-09-04,Engineer,122
1985-09-04,Senior Engineer,112
1985-09-04,Senior Staff,86
1985-09-04,Staff,80
1985-09-04,Assistant Engineer,24
1985-09-05,Technique Leader,5
1985-09-05,Engineer,96
1985-09-05,Senior Engineer,103
1985-09-05,Senior Staff,65
1985-09-05,Assistant Engineer,20
1985-09-05,Staff,50
1985-09-06,Technique Leader,11
1985-09-06,Assistant Engineer,15
1985-09-06,Senior Engineer,114
1985-09-06,Staff,26
1985-09-06,Senior Staff,36
1985-09-06,Engineer,111
1985-09-07,Assistant Engineer,16
1985-09-07,Senior Engineer,88
1985-09-07,Technique Leader,4
1985-09-07,Engineer,89
1985-09-07,Senior Staff,87
1985-09-07,Staff,80
1985-09-08,Engineer,73
1985-09-08,Senior Staff,87
1985-09-08,Senior Engineer,83
1985-09-08,Technique Leader,4
1985-09-08,Staff,81
1985-09-09,Senior Staff,75
1985-09-09,Engineer,93
1985-09-09,Technique Leader,4
1985-09-09,Staff,77
1985-09-09,Senior Engineer,95
1985-09-09,Assistant Engineer,13
1985-09-10,Staff,89
1985-09-10,Assistant Engineer,13
1985-09-10,Technique Leader,7
1985-09-10,Senior Staff,98
1985-09-10,Engineer,105
1985-09-10,Senior Engineer,109
1985-09-11,Senior Staff,129
1985-09-11,Senior Engineer,84
1985-09-11,Assistant Engineer,6
1985-09-11,Staff,118
1985-09-11,Technique Leader,7
1985-09-11,Engineer,78
1985-09-12,Engineer,107
1985-09-12,Assistant Engineer,24
1985-09-12,Senior Staff,97
1985-09-12,Technique Leader,6
1985-09-12,Staff,86
1985-09-12,Senior Engineer,109
1985-09-13,Senior Staff,84
1985-09-13,Senior Engineer,117
1985-09-13,Engineer,108
1985-09-13,Staff,74
1985-09-13,Technique Leader,2
1985-09-13,Assistant Engineer,24
1985-09-14,Technique Leader,9
1985-09-14,Engineer,83
1985-09-14,Assistant Engineer,6
1985-09-14,Senior Staff,120
1985-09-14,Staff,115
1985-09-14,Senior Engineer,100
1985-09-15,Senior Engineer,91
1985-09-15,Engineer,78
1985-09-15,Senior Staff,65
1985-09-15,Staff,62
1985-09-15,Assistant Engineer,18
1985-09-15,Technique Leader,6
1985-09-16,Assistant Engineer,12
1985-09-16,Staff,60
1985-09-16,Senior Engineer,78
1985-09-16,Engineer,80
1985-09-16,Technique Leader,5
1985-09-16,Senior Staff,72
1985-09-17,Senior Engineer,124
1985-09-17,Assistant Engineer,6
1985-09-17,Technique Leader,7
1985-09-17,Staff,99
1985-09-17,Engineer,117
1985-09-17,Senior Staff,111
1985-09-18,Engineer,98
1985-09-18,Assistant Engineer,20
1985-09-18,Technique Leader,16
1985-09-18,Senior Engineer,114
1985-09-18,Senior Staff,67
1985-09-18,Staff,57
1985-09-19,Senior Engineer,107
1985-09-19,Senior Staff,101
1985-09-19,Engineer,99
1985-09-19,Assistant Engineer,4
1985-09-19,Staff,97
1985-09-20,Staff,91
1985-09-20,Senior Staff,92
1985-09-20,Technique Leader,6
1985-09-20,Engineer,87
1985-09-20,Senior Engineer,101
1985-09-21,Engineer,102
1985-09-21,Senior Engineer,110
1985-09-21,Technique Leader,4
1985-09-21,Assistant Engineer,29
1985-09-21,Senior Staff,95
1985-09-21,Staff,88
1985-09-22,Senior Engineer,137
1985-09-22,Staff,78
1985-09-22,Engineer,121
1985-09-22,Technique Leader,11
1985-09-22,Assistant Engineer,25
1985-09-22,Senior Staff,85
1985-09-23,Senior Staff,54
1985-09-23,Engineer,127
1985-09-23,Technique Leader,4
1985-09-23,Assistant Engineer,19
1985-09-23,Staff,52
1985-09-23,Senior Engineer,143
1985-09-24,Technique Leader,8
1985-09-24,Assistant Engineer,8
1985-09-24,Senior Staff,87
1985-09-24,Senior Engineer,81
1985-09-24,Engineer,85
1985-09-24,Staff,81
1985-09-25,Technique Leader,7
1985-09-25,Staff,113
1985-09-25,Senior Staff,122
1985-09-25,Assistant Engineer,15
1985-09-25,Senior Engineer,121
1985-09-25,Engineer,122
1985-09-26,Senior Engineer,153
1985-09-26,Assistant Engineer,12
1985-09-26,Senior Staff,86
1985-09-26,Engineer,132
1985-09-26,Staff,81
1985-09-26,Technique Leader,9
1985-09-27,Assistant Engineer,6
1985-09-27,Engineer,53
1985-09-27,Senior Staff,91
1985-09-27,Staff,82
1985-09-27,Technique Leader,6
1985-09-27,Senior Engineer,66
1985-09-28,Senior Engineer,129
1985-09-28,Engineer,114
1985-09-28,Senior Staff,87
1985-09-28,Staff,78
1985-09-28,Assistant Engineer,31
1985-09-28,Technique Leader,6
1985-09-29,Senior Staff,98
1985-09-29,Senior Engineer,105
1985-09-29,Staff,96
1985-09-29,Technique Leader,4
1985-09-29,Assistant Engineer,28
1985-09-29,Engineer,104
1985-09-30,Senior Engineer,110
1985-09-30,Technique Leader,2
1985-09-30,Engineer,94
1985-09-30,Assistant Engineer,23
1985-09-30,Senior Staff,113
1985-09-30,Staff,105
1985-10-01,Technique Leader,8
1985-10-01,Senior Engineer,131
1985-10-01,Staff,74
1985-10-01,Assistant Engineer,36
1985-10-01,Engineer,124
1985-10-01,Senior Staff,78
1985-10-02,Senior Staff,92
1985-10-02,Staff,74
1985-10-02,Technique Leader,10
1985-10-02,Senior Engineer,131
1985-10-02,Assistant Engineer,46
1985-10-02,Engineer,130
1985-10-03,Engineer,62
1985-10-03,Senior Staff,86
1985-10-03,Staff,75
1985-10-03,Technique Leader,11
1985-10-03,Senior Engineer,59
1985-10-03,Assistant Engineer,6
1985-10-04,Engineer,75
1985-10-04,Senior Staff,77
1985-10-04,Senior Engineer,83
1985-10-04,Staff,75
1985-10-04,Assistant Engineer,7
1985-10-04,Technique Leader,2
1985-10-05,Senior Engineer,149
1985-10-05,Technique Leader,2
1985-10-05,Senior Staff,94
1985-10-05,Assistant Engineer,31
1985-10-05,Engineer,141
1985-10-05,Staff,81
1985-10-06,Engineer,78
1985-10-06,Technique Leader,5
1985-10-06,Assistant Engineer,7
1985-10-06,Staff,114
1985-10-06,Senior Staff,114
1985-10-06,Senior Engineer,84
1985-10-07,Assistant Engineer,23
1985-10-07,Senior Engineer,133
1985-10-07,Staff,58
1985-10-07,Technique Leader,2
1985-10-07,Senior Staff,79
1985-10-07,Engineer,124
1985-10-08,Senior Engineer,72
1985-10-08,Technique Leader,3
1985-10-08,Senior Staff,82
1985-10-08,Engineer,69
1985-10-08,Staff,77
1985-10-08,Assistant Engineer,10
1985-10-09,Engineer,122
1985-10-09,Staff,81
1985-10-09,Assistant Engineer,29
1985-10-09,Senior Engineer,122
1985-10-09,Senior Staff,77
1985-10-09,Technique Leader,4
1985-10-10,Senior Staff,71
1985-10-10,Senior Engineer,52
1985-10-10,Engineer,51
1985-10-10,Assistant Engineer,16
1985-10-10,Staff,62
1985-10-10,Technique Leader,5
1985-10-11,Engineer,50
1985-10-11,Staff,93
1985-10-11,Senior Staff,93
1985-10-11,Technique Leader,11
1985-10-11,Senior Engineer,63
1985-10-11,Assistant Engineer,6
1985-10-12,Engineer,77
1985-10-12,Technique Leader,6
1985-10-12,Staff,84
1985-10-12,Senior Staff,99
1985-10-12,Assistant Engineer,10
1985-10-12,Senior Engineer,83
1985-10-13,Senior Staff,67
1985-10-13,Technique Leader,2
1985-10-13,Assistant Engineer,44
1985-10-13,Senior Engineer,146
1985-10-13,Staff,53
1985-10-13,Engineer,131
1985-10-14,Staff,70
1985-10-14,Technique Leader,11
1985-10-14,Senior Engineer,80
1985-10-14,Senior Staff,79
1985-10-14,Engineer,93
1985-10-14,Assistant Engineer,19
1985-10-15,Staff,90
1985-10-15,Senior Staff,88
1985-10-15,Engineer,69
1985-10-15,Technique Leader,8
1985-10-15,Senior Engineer,73
1985-10-15,Assistant Engineer,10
1985-10-16,Technique Leader,6
1985-10-16,Engineer,87
1985-10-16,Senior Staff,85
1985-10-16,Senior Engineer,94
1985-10-16,Staff,77
1985-10-17,Assistant Engineer,11
1985-10-17,Engineer,73
1985-10-17,Staff,113
1985-10-17,Senior Engineer,75
1985-10-17,Technique Leader,3
1985-10-17,Senior Staff,124
1985-10-18,Assistant Engineer,6
1985-10-18,Senior Staff,105
1985-10-18,Technique Leader,2
1985-10-18,Staff,92
1985-10-18,Senior Engineer,113
1985-10-18,Engineer,104
1985-10-19,Engineer,73
1985-10-19,Staff,91
1985-10-19,Senior Staff,98
1985-10-19,Technique Leader,3
1985-10-19,Assistant Engineer,8
1985-10-19,Senior Engineer,80
1985-10-20,Senior Staff,74
1985-10-20,Senior Engineer,97
1985-10-20,Technique Leader,4
1985-10-20,Assistant Engineer,20
1985-10-20,Engineer,93
1985-10-20,Staff,67
1985-10-21,Engineer,75
1985-10-21,Senior Engineer,83
1985-10-21,Staff,70
1985-10-21,Technique Leader,4
1985-10-21,Senior Staff,77
1985-10-21,Assistant Engineer,17
1985-10-22,Technique Leader,6
1985-10-22,Assistant Engineer,10
1985-10-22,Staff,108
1985-10-22,Senior Staff,118
1985-10-22,Senior Engineer,103
1985-10-22,Engineer,94
1985-10-23,Engineer,67
1985-10-23,Staff,103
1985-10-23,Assistant Engineer,4
1985-10-23,Technique Leader,2
1985-10-23,Senior Engineer,70
1985-10-23,Senior Staff,116
1985-10-24,Senior Engineer,100
1985-10-24,Assistant Engineer,20
1985-10-24,Technique Leader,8
1985-10-24,Staff,69
1985-10-24,Senior Staff,83
1985-10-24,Engineer,88
1985-10-25,Assistant Engineer,22
1985-10-25,Engineer,92
1985-10-25,Senior Staff,112
1985-10-25,Staff,107
1985-10-25,Senior Engineer,96
1985-10-25,Technique Leader,9
1985-10-26,Engineer,76
1985-10-26,Assistant Engineer,12
1985-10-26,Staff,62
1985-10-26,Senior Staff,64
1985-10-26,Senior Engineer,88
1985-10-27,Senior Staff,52
1985-10-27,Assistant Engineer,10
1985-10-27,Engineer,111
1985-10-27,Senior Engineer,111
1985-10-27,Staff,57
1985-10-28,Staff,97
1985-10-28,Senior Engineer,109
1985-10-28,Senior Staff,112
1985-10-28,Assistant Engineer,33
1985-10-28,Engineer,104
1985-10-28,Technique Leader,9
1985-10-29,Assistant Engineer,17
1985-10-29,Senior Staff,71
1985-10-29,Staff,68
1985-10-29,Engineer,104
1985-10-29,Senior Engineer,120
1985-10-29,Technique Leader,6
1985-10-30,Senior Staff,102
1985-10-30,Technique Leader,2
1985-10-30,Engineer,92
1985-10-30,Staff,90
1985-10-30,Assistant Engineer,21
1985-10-30,Senior Engineer,94
1985-10-31,Assistant Engineer,10
1985-10-31,Senior Engineer,70
1985-10-31,Staff,75
1985-10-31,Senior Staff,93
1985-10-31,Engineer,66
1985-10-31,Technique Leader,4
1985-11-01,Senior Engineer,88
1985-11-01,Senior Staff,83
1985-11-01,Staff,85
1985-11-01,Assistant Engineer,10
1985-11-01,Engineer,76
1985-11-01,Technique Leader,4
1985-11-02,Senior Engineer,65
1985-11-02,Staff,75
1985-11-02,Senior Staff,78
1985-11-02,Technique Leader,7
1985-11-02,Engineer,63
1985-11-03,Technique Leader,9
1985-11-03,Staff,91
1985-11-03,Senior Staff,100
1985-11-03,Senior Engineer,137
1985-11-03,Assistant Engineer,28
1985-11-03,Engineer,134
1985-11-04,Technique Leader,10
1985-11-04,Assistant Engineer,24
1985-11-04,Senior Engineer,112
1985-11-04,Staff,67
1985-11-04,Senior Staff,69
1985-11-04,Engineer,103
1985-11-05,Staff,48
1985-11-05,Senior Staff,54
1985-11-05,Engineer,101
1985-11-05,Technique Leader,11
1985-11-05,Senior Engineer,106
1985-11-05,Assistant Engineer,29
1985-11-06,Senior Staff,104
1985-11-06,Technique Leader,4
1985-11-06,Staff,97
1985-11-06,Assistant Engineer,23
1985-11-06,Engineer,88
1985-11-06,Senior Engineer,88
1985-11-07,Technique Leader,6
1985-11-07,Senior Staff,88
1985-11-07,Senior Engineer,122
1985-11-07,Assistant Engineer,26
1985-11-07,Engineer,121
1985-11-07,Staff,75
1985-11-08,Engineer,81
